id,tweet,misogynous,misogyny_category,target
2692,What are you doing you stupid cunt ?? Fucking muppet I’ll slap u into next year https://t.co/3nQ5mjplIC,0,0,0
2699,@RVRedFlavorRV @yoonhunexo @flowerene329 bitch shut the fuck up lmao i educated myself after so watch your mouth before typing pussy ass hoe,0,0,0
2700,i aint no pimp bitch im drippin💧,0,0,0
2702,@w7ste @yeetbeaches my woman is not bitch and we are not bitchez put some respecch on my name,0,0,0
2703,"1- This means, you can't ram these into silo-openings. you have to target the entire tunnel or silo structure with these.",0,0,0
2704,Twitter gives clear examples what rape culture is &; y’all choose to ignore it. How do we think y’all aren’t completely stupid or predators,0,0,0
2705,@JstBelowTweetz ROBBIE ROTTEN IS NOT STUPID YOU CUNT,0,0,0
2706,You don't want your girl hanging with female 'friends' that don't respect you or your relationship. Hoe-misery loves company.,0,0,0
2707,@VISIX6_ I bet you like fingers in your ass tho. But god forbid a dick 🙄🙄🙄,0,0,0
2708,@JudgeJeanine @MarkSteynOnline You got clowned on @LastWeekTonight you stupid old cunt!,0,0,0
2709,Sitting on steps is always massive turn on for those watching. Good girl #stephapproves #slut https://t.co/bdrpSXaZWq,0,0,0
2710,"R.I.P to that girl called a SLUT in class today, she's a virgin. The PREGNANT girl walking down the street, she... https://t.co/tGlUV0pD5B",0,0,0
2711,Enough with the fucking penguin and his anime slut cutout jfc you cucks,0,0,0
2712,@ethsfaze Everyone gets mad when a woman talks about dick but praise men who talk about fucking 10 girls every weekend,0,0,0
2713,@pammustard The girl who accused Kobe Bryant of rape wouldn't testify either. He admitted to the affair not assault. Case dismissed.,0,0,0
2714,"Fee like I'm getting the tough ass bitch in me back, along with the grown ass women in me, imma be a badddddd mother fucker. 💁🏽",0,0,0
2715,Stfu pussy bitch u in love https://t.co/KdBBeKBHFw,0,0,0
2716,dp sex zombie girl fucked fetish wet cunt,0,0,0
2717,"But baba had alphabetical side chics, for every other day of the week, you couldn't see him with thesame girl twice he was that much a hoe",0,0,0
2719,Are you ready to meet your next ride? Stop by Hall Chrysler Dodge Jeep Ram Virginia Beach today! https://t.co/1BvcNCvHqN,0,0,0
2720,Now that homecoming is over I can go back to being the wholesome woman you all have known and loved *puts hoe tendencies away*,0,0,0
2721,life about learn right? but it'll be stupid that you always fall to the same hole,0,0,0
2722,@missmayim @nytimes Your article has a whif of the all to familiar slut-shame = huge problem. Women &amp; girls are as… https://t.co/GKrxzJ5w7C,0,0,0
2723,"[India], Oct. 15 (ANI): Another case of gang-rape in Uttar Pradesh has come to fore wherein a minor girl was alleg… https://t.co/GtvzQ99RI3 https://t.co/LFVLuHhXVY",0,0,0
2724,*runs over to the girl and the clown punches me and I hit the wall putting a hole in it*OOF!,0,0,0
2725,@JackBMontgomery Some stupid cunt blogger on Skynews earlier. Said if we are to prevent more Weinstein's we need 'l… https://t.co/MSEIkp8vs0,0,0,0
2726,@xdxniel You give great advice bro and I’m gone definitely find a hoe to hoe with its 2017 even the good women like hoeing with right person 😂💯,0,0,0
2727,"@mybellmichell @KarmaKBrown @Mysstree1 @missmayim @nytimes Girl you've been tweeting rape apologist, victim blaming bullshit at a sexual assault survivor for hours and you refuse to stop. Stop.",0,0,0
2728,"@IndianExpress @Swamy39, To follow Lord Ram,s teachings is more important than his temple, to start with you may ho… https://t.co/n2YQsUwvy5",0,0,0
2729,Wild how amazed Spanish folk get when you eat 2 mains and a dessert by yourself yet back home you'd just get called a fat kunt,0,0,0
2730,Lmao home girl says she's happy this man went blind because he won't hoe no more 😭😭 #OPW,0,0,0
2731,"Heard a boy joking about date rape drugs and calling women “bitches.” First of all, you look like a peeled banana. Second of all, stop",0,0,0
2733,@chrislovesbooze Pussy bitch you won’t,0,0,0
2734,How much RAM do you need? It’s probably less than you think #graphicdesign https://t.co/VvpoFzNTjF,0,0,0
2735,@rinariinrin Be like that guy in the wheelchair from pimp my wheelchair and get pussy in a pimped out wheelchair ♿,0,0,0
2736,"Why are some of you thirsting after the married gays on here? “I want your dick” “fuck me” etc... Like, you look pathetic and stupid af",0,0,0
2737,PLEASE FUCKING PREACH @itsgabrielleu! I'M TIRED OF THE VICTIM BLAMING AND STUPID ASS ESSAYS THAT ONLY ADD TO A PROBLEMATIC RAPE CULTURE!,0,0,0
2738,@GrimoireOfKenji I'd like to think you just blew on the tower lol. But reseating the RAM was a good idea too.,0,0,0
2739,I hate when people looking at you with their bag on the train seat like yes stupid ho I want the seat,0,0,0
2740,@deniseob171 I quite liked the look of the air ram?? And dyson.. but you are right they are a bit steep... although others could be false economy....,0,0,0
2741,@TalbertSwan @realDonaldTrhmp @realDonaldTrump You missed the alleged rape (multiple) of a 13yr girl who dropped case amidst death threats to herself and family. Jane doe vs Donald Trump,0,0,0
2742,"@ChiderahDhayvid It will only trigger a guy that already a rapist, so regardless that he can still rape a girl that properly covered up cause he wants to",0,0,0
2743,@Khanoisseur Yemen has major issues with their little girl children they rape and kill them am I wrong? if I am tell me I have no problem being wrong,0,0,0
2744,@j_wadie ok wadey you slag. Are you alive? Why you ignoring my texts 💔,0,0,0
2745,My shawty is a good girl not no freak hoe,0,0,0
2746,"Is this pussy mine' First of all ,that's my ass ....wrong hole man 😂",0,0,0
2747,#NYC housing projects &; #PanAfrica men employment in #NYC service industry actually makes women who arent #SuburbanWhitemale 4 race mix- ho,0,0,0
2748,Before you call a woman a bitch make sure you aren’t a flea,0,0,0
2749,"“I know you liked how that pussy taste” First of all, I don’t have tastebuds bitch",0,0,0
2750,same way men are 'allowed' to have a body count of 150 but a girl with a body count of 20 is a 'whore'. Somethings just aren't equal https://t.co/PZOEoxr8qc,0,0,0
2751,“My pussy put yo ass right to sleep” First of all bitch I worked 12 hours today ❗️,0,0,0
2752,@asmallteaser do yoy want us put back down to div 3 again over this you utter wankstain kunt,0,0,0
2753,"It’s funny how guys can fuck multiple of girls and that’s considered fine but if a girl does it, they get slut shamed🙄#sexism",0,0,0
2754,Tell us why u rape people too pussy https://t.co/K8zeQAGO05,0,0,0
2755,"There's a hole in my heart where my will to live should be that I filled with stupid photos of MCR. I joke about it, but it's true.",0,0,0
2756,I hate Billie &; Christy hoe asses. The most annoying &; stupid people on the show,0,0,0
2757,Some girl that knew Jackson from his hoe days legit CROSSED THE ROOM to talk to him at the party yesterday and I was legit like https://t.co/8dmtAOCvVr,0,0,0
2758,This man to replace Aaron Rodgers should be shot fa how sorry he is pussy nigga first get there throw interception bitch nigga,0,0,0
2759,"He crying cuz this pussy so good' First of all my Niners set an NFL losing record with 5 games under 3 points to win, insensitive hoe",0,0,0
2760,@parkthebus_2 Like shooting in a pressurised cabin. Don’t know we’re it’ll end up. I’d suggest you run a train on some slag indoors.,0,0,0
2762,A 10-year-old rape victim gave birth in India – and the girl was unaware that she was ever pregnant. https://t.co/ZKbGz5O2DP https://t.co/6Cqj4RLPZM,0,0,0
2763,Dear Xfactor fans If you would like to slag off the show may I give you a little advice Do what I do and stop... https://t.co/LCYBDVIVeF,0,0,0
2764,@JenAshleyWright men are so stupid they can't tell the difference between a wink and rape!,0,0,0
2765,"I mean, just look at the way she was treated. No, none of us are God or Jesus, so we don't know if Nelly actually did rape that girl or not",0,0,0
2766,@AlexandriaMorgz Yes. You need more RAM to speed up your processing + can always replace the graphics card,0,0,0
2767,"@dvated401 @FoxNews @JudgeJeanine A “man” who calls a woman a bitch or ho needs a good slap in the face with a crowbar! Old school Italian, respect women! Cheers🥂",0,0,0
2768,"Collins is a stupid cunt: Trump Is Hurting 'Vulnerable' Americans, His Acts 'Destabilize the Insurance Market' https://t.co/V86So2k8rv",0,0,0
2769,Bob Corker is a bitch boy sniveling cunt ass sore loser that throwing elitist BS all around trying to be relevant. https://t.co/Dq6d9BJGa3,0,0,0
2770,"@DonaldJTrumpJr Dude, your own mother accused your Pussy Grabbing Dad of Rape. She tried to walk it back cause, you know, $$. You Should really sit this out",0,0,0
2771,Gals ❤ 2 holler ' I'm dat bitch' Well I'm tryna 2 b 'dat woman' Dat woman wit a college degree n money.Dat woman strong in her faith in God,0,0,0
2772,If you gotta rape a female to get pussy you really should just die,0,0,0
2773,@tiffanyperez192 No hoe i sent you the address and said 'ILL TELL YOU WHEN IM THERE' Cause i was still at work stupid ass .,0,0,0
2774,"He is in and out of jail. He's a bum , he a pussy bitch ! He just ain't shit ! I pray his next child he do wayyyyy better with fr.",0,0,0
2775,Once had a girl tell me @ mcds that I have all this money &; I only got 2 chicken sandwiches.. like hoe thats all I was craving,0,0,0
2776,What a stupid cunt you are bro.,0,0,0
2777,@Sabika_sh Jeans ho ya girl hu,0,0,0
2778,@UNYouthEnvoy @RSGovUK Always remember Who try to talk for evil bitch sheikh haseena that men or woman is also corr… https://t.co/fAeePKNC5F,0,0,0
2779,@grape_smasher Cause you a pimp and pimps forget,0,0,0
2780,@louistheroux I'd be interested in seeing you have a second meeting with Nikki. I want to know why she suddenly left her pimp 3 days later,0,0,0
2781,As long as one single woman on this planet continues to suffer at the hands of her pimp I will continue to fight for the Nordic Model.,0,0,0
2782,"@Michael124124 @Record_Sport As I said, naming them makes them no less offensive you stupid Irish cunt.",0,0,0
2783,A hoe will call you stupid and want yo same stupid spot🤷🏽‍,0,0,0
2784,Then your headmaster was a stupid fucking cunt https://t.co/XrGfreYkc5,0,0,0
2785,I remember when this hoe actually thought my boyfriend was gonna father her child like little ghetto girl need to learn something about life,0,0,0
2786,"@asadowaisi @scroll_in Absolutely right, I can understand your problem, If the SC verdict on Ram🚩 lala then you won't able to sleep. Because True is always wins.🙏🙏",0,0,0
2787,"@zoeyebooks Ho, man, that was the prettiest girl I've ever seen.",0,0,0
2788,"Sometimes I think “what the fuck bitch my pussy is gold, why the fuck you want silver!?”",0,0,0
2789,"notis to people:MEN ARENT THE ONLY ONES WHO MASTURBATE, WOMEN DO TOO. STOP SHAMING WOMEN FOR MASTURBATING AND GLORIFY WHACKING ONES DICK OFF",0,0,0
2790,"@the_hindu Delhi rape capital, religious issues, open murder -Journalist, GST hike. Do you think it's grown up? Such a stupid leadership.",0,0,0
2791,Ha ha BJP knows that Hindus r so stupid that they r ready to starve with no jobs but first like to see Ram Mandir then Taj Mahal. https://t.co/LzX8CD83Ph,0,0,0
2793,Not to be a party pooper but this is not funny and considered rape if you ejaculate in the girl w/o her consent 🤷🏻‍♀️ https://t.co/uW8ShVvGbS,0,0,0
2794,"This Girl Got Rape Threats On Facebook, What She Did Next Will Inspire Everyone! https://t.co/3XCE7FalkB",0,0,0
2795,"@4pauleiding So that mean, a lot of ass hole use their dominant position to abuse women or men.",0,0,0
2796,#FirstOfAll just because a girl has a nice body and knows and doesn't have a problem showing off doesn't make her a hoe. 🤦🏽‍♀️💁🏽🗣,0,0,0
2797,Constructing a Mental Hospital Prior To Ram Temple would be Much Appreciated At Least You Will Be Treated For Your Prolonged Mental Illness. https://t.co/HHaeDwgtzM,0,0,0
2798,TV personalities joking about Harvey Weinstein and/or rape do not seem able to empathize with women or recognize ho… https://t.co/aOJ3CQVoSz,0,0,0
2799,Muslim Man Dragged Out Of Hotel And Beaten For Being With A Hindu Woman = “chanting ‘Jai Sri Ram’ &; beating him https://t.co/gV0J59fRvH,0,0,0
2800,"Being rich ain't always popping your ass like a club hoe, but niggas alive &amp; wealthy.",0,0,0
2801,"Being called a whore, slut, bitch and more for not 'playing along' with harassment #MeToo",0,0,0
2802,Happy birthday to you Naveen Patnaik Orissa CM Om Sai Ram Bhola Re Rock On 2,0,0,0
2803,"Cressida Dick: A Profile Here, we profile the woman who is heading up the capital's police forc .. https://t.co/F7cCJ7zXHu",0,0,0
2804,how long of a cock can a women take https://t.co/JHQcbPSaCU,0,0,0
2805,@ERInternational i am looking for bulk seller for cpu and ssd and ram . pls contact me if you have stock .,0,0,0
2806,I never stan a woman I only a hoe!,0,0,0
2808,@TechDeals_16 The system will use what you give it. OS is designed to keep things in RAM instead of paging them out.,0,0,0
2809,"@Vitruvial Same fucking name, cunt bag. Why are you white knight, pussy boy?",0,0,0
2810,"Good pussy speak for itself, hoe shut up.",0,0,0
2811,Asian nigga tried to eat this hoe pussy &; said 'its awfully dry down here' lmaooooo oml,0,0,0
2812,@Swamy39 Sir why you are brewing frustration of #Gurudaspur on #Lord Ram,0,0,0
2813,N18 Million To Be Paid To Women Maltreated And Tagged HO's https://t.co/QUXIvkFJbn,0,0,0
2814,Did you know that if you ask the team to ‘pimp’ your bagel they’ll add in a tasty surprise for just one pound 😎 https://t.co/4vbO1kFjSl,0,0,0
2815,@_mendoowza bitch im like luke skywalker imma slash your ass with my lightsaber,0,0,0
2816,Fist pumping a pimp through glass in prison 😂 yes sir @louistheroux you are the top boi 👏🏻,0,0,0
2817,NO! AFTER ISLAMISTS ILLEGALS GANGRAPE GIRL THE JUDGE DID SOMETHING UNSPEAKABLE TO PARENTS https://t.co/wVCkmPs2bS via @News Chicken,0,0,0
2818,@jabykoay But hey Ram's content is not time bound and you will surely love it as many of the dialogues are in English 😜😜.,0,0,0
2820,"@helbent51 @drlauraprogram 1/2 On her show she slut shames @FoxNews women &; blames them 4 harassment. Not a Fox fan, but I stood up for the women in an email to her...",0,0,0
2821,"@Werewolf_UK Have you tried obvious things like unplugging all but the bare minimum of devices, isolating RAM, switching slots/ports etc.?",0,0,0
2823,And the a&&hole Bannon thinks we are all stupid https://t.co/cITcb3d4We,0,0,0
2824,bitch what is badmaash curry is the curry gonna steal my girlfriend https://t.co/yV5sVL4TiY,0,0,0
2825,@NationFirst__ @ippatel Are you nut... Why u are comparing #Ram with shahjahan 😕😕,0,0,0
2826,Monday you slag,0,0,0
2827,@JagoSarbahaara @autumnrainwish you forgot Ram mandir,0,0,0
2828,@JosieCOnline Stop being a slag then! You only attract one kind!,0,0,0
2829,@PressSec @realDonaldTrump You stupid cunt. Trump has done nothing but sign executive orders to fuck the country and play golf. #sarahSandersCunt,0,0,0
2830,@ShubhamGhante @PLAYERUNKNOWN @steam_games *doesn't render for you. Just in: If you buy faster RAM (2400MHz or over) it loads buildings in a fraction of a second.,0,0,0
2831,@FilmCompanion @Contest_Hub @akaMA_jiRO 3) Beyond The Dream Girl 📖🔖💛 by Ram Kamal Mukherjee. Wish to win this @FilmCompanion 😊 #FCcontest #HemaMalini,0,0,0
2832,@weeny BTW I have history of being trolled for speaking up (I was the girl who made news for being slut shammed by an auto driver).,0,0,0
2833,@nowthisnews I believe Putin has a video of trump screwing a 12 yr old in Moscow hotel. Trumps resorts are whore houses for the rich. He golfs a lot.,0,0,0
2834,@Cawnporiah @nanditathhakur Acharya.. have you read the analysis/opinion given by our 'historians' to SC wrt Ram Temple? Even 'WTF' will be ashamed. @indiantweeter,0,0,0
2835,YOU A STUPID HOE YOU YOU A STUPID HOE,0,0,0
2836,@TimesNow Where were all these people when Ram Setu was to be destroyed. Where were you when your coalition partner Karunanidhi commented on Sri Ram,0,0,0
2837,@Brandy_t_alex @TgirlPromo1 Mmmmm sweet pussy hole :) xx,0,0,0
2838,#AlMichaels literally committed word rape. White men cannot be allowed to speak or make jokes. We need LGBTQ hosts on MNF now! Pussy hats!,0,0,0
2839,ha! Joking I love that girl too — she’s a slag x https://t.co/qkEo0YUg8Z,0,0,0
2840,when a gurl is too friendly they called her slut when girl is too shy they said she should change GIRL IS ALWAYS THE PROBLEM,0,0,0
2841,COME ON YOU SLAG!!! #ophelia,0,0,0
2842,I've been harassed by women as much as I have by men...is that worthy of 'me too'? Or does the abuser have to have a dick for it to count?,0,0,0
2843,Yo i hate being a freakin woman where can i grow my new dick,0,0,0
2844,"@netanyahu Yeah-- psycho Polack stupid cunt. That is YOU, Netanyahu you goddamned Polak idiot. Dumb. Idiot. Bibi. Fucking trash.",0,0,0
2845,What a stupid little cunt. Hope his dad beat him up and stabbed him in the face then kicked him out the gaffe stupi… https://t.co/vkzYiauqe1,0,0,0
2846,I guess i was a cunt to a woman who was flirting with our married friend (wife is put of town.) She knows he is married etc.. Good.,0,0,0
2847,I've done the same.. If I'm already getting pussy why would I wanna fuck my female friends? Not every hole is a goal honestly.. Honestly.. https://t.co/oWIPfK4xe2,0,0,0
2848,"never had met god via getting ya pussy ate ass ho,",0,0,0
2849,#rock #pop #dance #hits #np Teenage Bad Girl - Black Hole (Featuring Todd Fink) on https://t.co/NmtFmHd7Wo,0,0,0
2850,Let's get this straight if you slag off players & the manager it's not an 'agenda' it's cos you've fucking had enough of the lot of em.,0,0,0
2851,MEC Panyaza Lesufi will visit a Mamelodi school to receive a report on the alleged rape of a 17-year-old girl pupil. https://t.co/eegsJulxTv,0,0,0
2852,@james_ebo If you feeling like pimp james go ahead and brush your shoulders off⚡️,0,0,0
2853,@MasalaBai @saileenas @betwasharma Glaring deficiencies in healthcare ignored. Building stupid Ram mandir and statues are given prominence. UP is suffering from Sangh poison,0,0,0
2854,@BBCSport Garth crooks is a stupid fat Ozil looking cunt,0,0,0
2855,"@JavaSparrowYT because your father sucks dick for a living to put food on the table, that's why i said it you stupid fucking cunt",0,0,0
2856,@MikeAndMike Had this play heappened in a 49ER-RAM game would you bore us on that too?,0,0,0
2857,There’s an a&amp;r /Dj that works at radio owes alot of uk artist in my era a massive apology u played alot of games god na sleep pussy hole,0,0,0
2858,"Men, leave women that are having their feminist moment 'in your eyes' alone. Why are you triggered? You have a dick... Flourish my brother✊",0,0,0
2859,no laughing matter' why did you joke about rape then you fucking cunt https://t.co/gT9PuK2RVR,0,0,0
2860,@guardian WHAT some of these BITch Part starlets promote to young is worse than rape it is rape of young minds. What goes around comes around!,0,0,0
2861,"@ptshrikant @UPGovt Excellent. May almighty ram give lot of power all of you to construct ram mandir,break 370 in j&;k, crush islamic agenda and amend constitut",0,0,0
2862,@Independent I follow the women now!Got burned by dirty Dick an DOJ Patriotic women last time!,0,0,0
2863,Thinking about my beautiful woman tina i love you ... And working in the hell hole,0,0,0
2864,Jesus Sex Trafficking is grim. A lot of these women were damaged by something happening to them and that's where the pimp took advantage,0,0,0
2865,Facebook “slut shaming” pages reflect deeper problems with society’s discriminatory attitude towards women #QandA https://t.co/Yg5vDpxx3z https://t.co/YIncpoFK2G,0,0,0
2866,@Swamy39 What great you will achieve by building Ram Mandir. Crook,0,0,0
2867,@kunalkamra88 Okey let's build Ram Mandir..? Dare you to answer..!!,0,0,0
2868,You're just a stupid cunt in all honesty fella. https://t.co/5PiRYqx7eN,0,0,0
2869,@mk_bagadiya @Gaurikashyap10 You are living in world of illusions.....no RAM MANDIR and Dara 370 will not be removed before elections in 2019.,0,0,0
2870,@Tiggs_Tao British people say cunt like American people say dude I not know this woman at counter asked me for help… https://t.co/A6n1pu0F8I,0,0,0
2871,"@mrpford @Lisa_Wilkinson True, many women think Karl is a dick and Lisa is fantastic",0,0,0
2872,If 'every male cheats' then why is every girl a slag? https://t.co/kzwfmYdQ88,0,0,0
2873,"Why wont any1 eat my pussy?' well first off we got to many fish markets around here hoe, your pussy should smell pussyishy.. not brim fishy",0,0,0
2874,The next message you need is always right where you are ~ Ram Dass #Intuition,0,0,0
2875,@alexandervoro14 stupid cunt.,0,0,0
2876,Spoke with a young woman other day who had been slut-shaming herself. I gave her the space of unconditional love &; acceptance....,0,0,0
2877,Let's not forget the danger our girls are in these two were nicked for rape of a 14 year old girl in July in Birmingham. https://t.co/MX3Oyadgji,0,0,0
2878,"People who think rape jokes are funny, NOTALLMEN is a valid argument and that women ask for it; #MeToo ",0,0,0
2879,The best part about being me is that I'll never be like you,0,0,0
2881,@KTHopkins Are you not allowed to mess up?! No! You are not allowed to rape people it’s illegal! You are a grade A cunt kt!,0,0,0
2882,@BJP4India @narendramodi @AmitShah I Want Ram Mandir &; Development in India. Do you want both or Nothing?,0,0,0
2883,(1) I hate companies that utilize this stupid fucking 'point system'. Suck my fucking dick? Tired of this stupidity.,0,0,0
2884,@ddlovato Stupid cunt. Does not undestand terrorism. Film cunt. Ecnendable sypud cunt. Cunt.,0,0,0
2885,"There's not a woman on here impressed by your dick-pic-as-profile-pic, guys. We get that youre proud of it but that's not sexy. Put it away.",0,0,0
2887,@Swamy39 Then please hurry you have only 386 days left to build Shree Ram's Temple &; a hospital across Saryu.,0,0,0
2888,the simple fact of you calling a girl hoe just because she rejected you shows how much you didn’t deserve her.,0,0,0
2889,The poor kid wanted a fuck and got a bitch prego and now is fucked for life hahahahaha dumb cunts,0,0,0
2890,Take this hard cock up your ass balls deep https://t.co/5Q7DVksVkA,0,0,0
2891,Ramming Her Pussy Broke https://t.co/Nfl9z0IhpI,0,0,0
2892,LRT 'I choose to be stupid than be a hoe' lmao its so tough being a ride or die 😂😂😂😂,0,0,0
2893,Speaking of creepy. This narcissist sounds like a creepy guy on the run from a rape charge. Being Putin's bitch not that satisfying? https://t.co/xiJxVQ2HCg,0,0,0
2894,@AxAs23 @TeleFootball Stupid cunt chelsea have 3 starting player out long term,0,0,0
2895,Ppl want to complain for the stupid reasons ! Suck a big ass dick maybe that will keep you from talking ! 😡,0,0,0
2896,@Trevornoah good you slag. Comedy Central hasn’t been about comedy since 2004 https://t.co/1sFxssgYiO,0,0,0
2897,@MemberBerries pimp Butters 😂”do you understand what I am saying?”,0,0,0
2898,@BleacherReport @kplangley1 that could couldn't tell you the starting QB..much less what a Ram is...lol..j/k,0,0,0
2899,My ex girlfriend cheated on me to on top of all that with her 50+stepdad&amp;anorexic 85lb white wannabe Eminem faggot boyfriend what a hoe..FU!,0,0,0
2900,"Wishing the one and only @sumit_garima very Happy Birthday and Happy Diwali Hope you do best, whatever you do. Jai Shri Ram. Jai Mata Di.",0,0,0
2901,Robert DeNiro used his 'Tribeca Grill' as after hours whorehouse to Pimp young women to Harvey Weinstein. #MeToo https://t.co/X5LMjds4Bv,0,0,0
2902,@StevePatten Stupid fat cunt.,0,0,0
2903,This stupid dick head didn’t say thank you when I held the door for him going into 7/11 so I pulled that shit close in his face when I left,0,0,0
2904,Cunt of the year qualifier. Blocked the path. A woman with a six month old kid in a pram had to walk in the road with traffic because of him https://t.co/kkcZ3EL28f,0,0,0
2905,@Appa_HS You guys need thicker skin. You're acting like he grabbed her right by the pussy and called her a cunt. #SocialJusticeWarrior #WhiteHorse,0,0,0
2906,"If a girl cares about you she'll get upset over little things and if you can't handle that, go for a hoe that doesn't care what you do.",0,0,0
2907,I've never liked @JKCorden and he didn't endear himself with the Sean Spicer bromance and Stupid Weistein jokes. Bit of a cunt,0,0,0
2908,"Isn’t it funny how people are so quick to slag you off behind a keyboard, but when they see you in person they run away😂",0,0,0
2909,@Ram_Guha Swine won't you write about bsf jawan and one lady grievously injured by ur fav cattle smugglers ? U are a Pimp .,0,0,0
2910,"Royal Queen Bitch... Needs to be broken down by monsters, Futas or women no men allowed. #OpenRp #Lewd #Sub mainly #Dark Kinks https://t.co/WG5lui7jVG",0,0,0
2911,Why send dick pics when you can go out there and disappoint women in real life?,0,0,0
2912,@booshmoon2 Exactly mate. I’ve had my cock grabbed at least 3 times by a women in the workplace....Without even asking them to first!,0,0,0
2913,@NathanFindlayy A was wondering what had gills and a tail! Forgot fish had tails am a stupid cunt,0,0,0
2914,@DanielleMuscato I won't tell women to 'suck my dick' as you did https://t.co/pX4VVEPuUf,0,0,0
2915,@Txttey @DeGeazlgy @veganawad @TheDanishWall @ReliableRoberts @IconicFellaini Right on brothers. Fuck these pussy cunt vegans,0,0,0
2916,"Clinton Foundation to keep Weinstein's $250,000 donation....No surprise here - #HillaryClinton does NOT care about women she´s a money whore",0,0,0
2917,lmao @rickmillsuk doesn't like the truth but he left a comment from someone who quoted me. what a stupid cunt! https://t.co/7NbgXqTAXm,0,0,0
2918,Yall look stupid for the dick. Now block me back,0,0,0
2919,"Part of this will be erasing the words, slut &; whore from the vernacular. They're words that do no good. https://t.co/7eWRSEkBJK",0,0,0
2920,@waglenikhil Shame on You @waglenikhil - You have now stooped down to a category of - PIMP. Disgusting levels of lack of morality or ethics.,0,0,0
2921,You have 20 followers - and you're clearly a rape apologist cockroach- and a cunt https://t.co/dXqP8EvXJ0,0,0,0
2923,u a stupid ho,0,0,0
2924,@ThomasModzHD_YT @ITz_NaSTy Your an idiot slag him off behind his back call him out you have a. Problem,0,0,0
2925,@rainbowslovehl Imagine if it had been a 16yo girl presented by her management as a slut with half a dozen blokes all a whole lot older than her?,0,0,0
2926,I like 21 savage music but damn lil nigga how can you walk with your girl holding a sign saying you a hoe,0,0,0
2927,♪ Shit mothafucka ass tits cunt cock mothafucka tit... — Dafuq? https://t.co/CDENIpmQAI,0,0,0
2928,You can't have sex with a personality,0,0,0
2929,I'd like to bend her over a barrel and show her the 50 states if you know what I mean,0,0,0
2930,It was cool to fight in highschool. But after that guys are all buds. Apparently women don't understand the concept,0,0,0
2931,Women have become bigger players than men. The tides have turned my friends,0,0,0
2932,Start your week right with our favorite music video of 2013 featuring one of our best supporters: http://t.co/Oh9jyXw4ma,0,0,0
2933,.@Jwillie54 thanks for the follow! DM for info about upcoming meetings and events #MaleDomination,0,0,0
2934,@CaptainTibbins Thank you for supporting our cause Brandon!,0,0,0
2935,New to Twitter-- any men on here know what the process is to get #verified?,0,0,0
